"temple","world","creeper_upper","-156.408346245531","37.415540701725654","1053.046732347467","9.600032","333.4509"
"jungle","world","bwl","-1512.094138452799","191.4937780055301","-1094.2041094052117","57.498245","-92.492256"
"swamp","world","bwl","-861.7673617808912","168.0312808912173","-751.5808863077875","81.10643","-89.581696"
"ninja","world","epicninja88","878.924266803088","111.0","232.0773769959177","90.0","-277.62054"
"forest","world","bwl","-1512.859016339776","191.4937780055301","-1289.8366502774832","57.498245","-92.492256"
